47607,погорєлий євген сергійович
17379,сагайдак ілля вадимович
36009,азарова людмила миколаївна
8225,ропій людмила миколаївна
33353,тищенко віталій неонович
33892,коцар дмитро юрійович
27073,шекель юрій васильович
9553,азаров микола янович
9548,портнов андрій володимирович
54234,гончарук ігор володимирович
26597,горбенко віктор миколайович
7146,гома олександр анатолійович
42912,полянський сергій олександрович
50047,лагунін микита сергійович
47559,дума олена олексіївна
1639,сисюк вадим миколайович
28106,ющук григорій олександрович
50051,гладій тарас іванович
52456,гладій роман михайлович
34538,селюк володимир іванович
41712,столяр семен сергійович
6861,гірман юрій васильович
17123,москаленко вікторія вікторівна
42957,смолін віталій олександрович
50039,аксьонов юрій олександрович
6968,остапчук ольга едуардівна
17017,остапчук віктор сергійович
8734,струбіцька оксана мар’янівна
6677,лях дмитро олексійович
7064,янківський іван іванович
9799,грушевський віталій анатолійович
48647,ємець ілля миколайович
47801,пащенко олена вікторівна
43798,бабак сергій віталійович
54493,яценко сергій олександрович
45673,савочкіна марія василівна
7153,масюта андрій іванович
7129,радняна людмила андріївна
27026,шмігель андрій борисович
9858,королюк валентин анатолійович
7106,озеран сергій анатолійович
36089,козинський володимир дмитрович
54279,стариченко микола анатолійович
8640,заліщук микола сергійович
28800,міщенко євген олегович
6291,полотнянко юрій петрович
25894,ковальчук сергій михайлович
36160,коваль анатолій іванович
28101,ярмолюк анатолій володимирович
43209,харченко валерій феодосійович
54746,бухтіяров дмитро борисович
48230,добрунік сергій степанович
27015,поляк геннадій вікторович
6787,клочко микола олексійович
8054,одинець валерій михайлович
44858,нікітчин руслан олександрович
10092,ковальчук тамара антонівна
9847,кириленко павло веніамінович
1155,селіваненко володимир павлович
23874,немирівський олег юрійович
35999,фатхулін едуард шайхулісламович
8107,фаріна василь петрович
27023,ассорі олександр юханович
1122,палій валентина михайлівна
27824,пугаченко олексій миколайович
27652,гайдаєнко оксана павлівна
36090,марєєв андрій анатолійович
5807,переверзєва ніла іванівна
4967,куліч валерій петрович
9793,гордієнко сергій володимирович
27517,гоманюк олексій володимирович
5289,іваненко юлія геннадіївна
43143,висоцький тарас миколайович
9571,власенко микола григорович
36625,веркалець андрій михайлович
6750,макаровська ольга анатоліївна
27918,курбатов володимир миколайович
45786,бережний олексій анатолійович
17383,мурга валерій іванович
43220,бондаренко ігор самійлович
50134,мартиненко євген ігорович
35604,мишков ярослав євгенович
16551,ворушилін костянтин миколайович
43829,михайлюк галина олегівна
50131,озінович олександр михайлович
25824,сокол вікторія миколаївна
6830,андрієнко михайло іванович
54747,пожо микола степанович
7531,говорун оксана леонідівна
38730,клименко лариса степанівна
6312,коваленко анатолій іванович
35603,білодід ігор миколайович
33262,паламарчук олександр анатолійович
43225,мефодовський данило адріанович
7729,ткачук олександр вікторович
38732,ященко ігор ярославович
27766,карнаух вадим віталійович
9839,кальцев сергій федорович
38790,воронін ігор павлович
28420,кіт ольга стахівна
38243,міщук алім володимирович
36171,коцур андрій григорович
6770,головатенко оксана анатоліївна
9927,парасків олег дмитрович
43452,ненюк олександр олександрович
17032,дідик юрій андрійович
9717,кацагоров юрій антонович
17352,швед володимир іванович
26472,іванюк валерій ананійович
43438,ільницький олександр іванович
47937,жуков євгеній олександрович
36248,проточенко олег миколайович
16983,проценко максим григорович
5478,ляшенко дмитро володимирович
9921,олійник володимир миколайович
9915,мошенський валерій захарович
8835,бермес ігор володимирович
8028,бартащук людмила вікторівна
17555,глушаков олексій олександрович
4937,ковальчук віталій анатолійович
25784,жарков володимир олександрович
9911,морозенко євгеній вадимович
5900,сибільова любов олексіївна
53628,башлаєв володимир петрович
7518,лісовий олександр васильович
17631,радецький руслан станіславович
32570,косогор віталій олександрович
25669,осіпов юрій анатолійович
50205,голованчук інна олександрівна
42931,макогон ольга валентинівна
23722,красицький василь васильович
8826,черкашин микола васильович
36648,донець олександр дмитрович
26803,шаповал сергій іванович
33267,переходченко андрій анатолійович
25805,данилюк євген іванович
5137,фельдман олександр борисович
7528,бондаренко богдан сергійович
26442,сачко святослав володимирович
6919,костінський фелікс володимирович
26199,лобач віктор іванович
7056,шаповаленко віталій георгійович
4664,береза петро степанович
54632,коминський ярослав григорович
8477,левітін андрій русланович
53471,сосинович дмитро олександрович
25866,шепель віктор анатолійович
5166,юрик тарас зіновійович
9975,табалов андрій олександрович
7168,гарбарук вадим миколайович
28070,гончар василь борисович
5309,ситнік олена миколаївна
48226,гуменюк василь васильович
5504,зазулинська тетяна петрівна
4509,лукирич олександр григорович
7757,подолюк василь анатолійович
16683,демчина павло володимирович
43769,арсенюк олег олексійович
9909,міщенко андрій миколайович
25835,поліщук василь іванович
33282,подрєза сергій михайлович
17063,самородченко сергій миколайович
14613,маліков віталій володимирович
54720,кірик микола ярославович
9812,дзарданов микола сергійович
17183,мартюк віра анатоліївна
5167,юринець оксана василівна
14724,ковальов дмитро миколайович
17364,очередько валентин анатолійович
26173,виниченко наталія михайлівна
8850,гриновець богдан михайлович
7684,музиченко станіслав валерійович
15311,саєвич іван броніславович
5066,підлісецький лев теофілович
25840,колошмай галина володимирівна
26160,приходько валерій анатолійович
54494,ільїн арсен валерійович
26163,шакун сергій вікторович
43889,костін андрій євгенович
17448,селезньова тетяна йосипівна
6233,двірна юлія георгіївна
7393,браніцький юрій юрійович
36241,мруць юрій богданович
50196,олійник сергій миколайович
50203,голомша микола ярославович
6396,гончарук юрій олексійович
1944,ратієв сергій володимирович
47934,романов георгій владиславович
26222,кузнецов євген миколайович
8499,ляшук людмила василівна
16937,чиж василь олександрович
23929,римар михайло орестович
54219,гладик юрій тарасович
7169,драпчинська лілія аркадіївна
34055,сарнацький володимир олександрович
5664,борко андрій леонідович
25755,яцина андрій мар'янович
9552,пшонка артем вікторович
50274,любченко андрій олексійович
33338,смілянський олександр олексійович
8530,кондзеля світлана зіновіївна
43751,бакумов олександр сергійович
27247,глущенко юрій миколайович
7897,панасюк степан петрович
47918,серьогін станіслав юрійович
28967,ісаєнко роман миколайович
7902,шевченко олександр васильович
7760,данилюк валентина анатоліївна
33165,кравченко володимир феліксович
54724,левадний олександр анатолійович
28923,лєбєдєв веніамін олексійович
10009,шевченко олександр оксеньтійович
7041,фічова орина володимирівна
54220,власенко юрій петрович
5884,крамаренко валерій іванович
5141,фролов микола олександрович
54307,денисов віталій семенович
9710,джуранюк оксана віталіївна
27986,горват георгій андрійович
6922,крамаренко костянтин валерійович
26508,єфремова таїсія василівна
9892,малишев володимир степанович
28729,солошенко михайло васильович
17016,горган олександр любомирович
16892,мостовий юрій іванович
15248,солоха сергій олексійович
6781,жила павло броніславович
5093,савченко олексій юрійович
50264,олейніков євген володимирович
6901,карпенко людмила василівна
10225,кравченко микола володимирович
5531,мозговий олександр дмитрович
28050,приходько василь петрович
8913,міщенко сергій валентинович
7919,луганський юрій миколайович
37333,василенко аліна володимирівна
17643,хмельницький олексій миколайович
27274,туровський володимир станіславович
8084,дирдін олександр дмитрович
43865,устенко олексій олегович
32943,лисенко юрій євгенович
7392,бондар анатолій омелянович
9922,омельченко валерій павлович
1152,овечкін віктор едуардович
8097,праведний володимир григорович
5125,тетерук андрій анатолійович
50354,шульман вадим маратович
25716,лисенко ніна іванівна
733,ільяшенко олександр борисович
8737,агєєв олександр володимирович
52069,бакуменко сергій олександрович
5864,старинець юрій володимирович
8965,меріков вадим іванович
36918,качусов костянтин валентинович
34618,басюк олександр михайлович
5907,шунько григорій олексійович
36099,михайлюк ростислав іванович
17570,чувпило вадим вікторович
27143,шевчук юрій іванович
37191,джигир юрій анатолійович
43761,колихаєв ігор вікторович
24171,серьогін олександр юрійович
17286,павлов павло семенович
42438,зуєв віталій анатолійович
4523,сталінський дмитро віталійович
23842,яковенко микола миколайович
35598,гладенький геннадій митрофанович
7047,циплинський юрій іванович
43732,березін максим юрійович
27142,гончаров валерій григорович
32692,локтіонов олег юрійович
43679,бакунець павло андрійович
4493,стєпанян олена олександрівна
7176,лебедь сергій олександрович
17114,танасов сергій іванович
6435,опанащенко михайло володимирович
8630,андрушкевич сергій зіновійович
7002,сельченкова світлана вікторівна
43618,бородін владислав валерійович
6352,терентьєв юрій олександрович
7494,вишневський віталій леонідович
15219,любинська олена володимирівна
36166,гринишин вадим євгенійович
43868,булах лада валентинівна
43632,яковенко євген геннадійович
9918,немілостівий віталій олександрович
35450,згіблов олександр георгійович
36235,єрьомін вячеслав володимирович
39802,бакас миндаугас 
33179,лабудяк олександр іванович
8583,чехович сергій болеславович
43771,скічко олександр олександрович
43677,васильченко галина іванівна
50353,кашуба максим валерійович
17327,клименко василь петрович
43847,володіна дар’я артемівна
14631,івченко святослав михайлович
43823,воронов володимир анатолійович
5939,лісіченко лариса миколаївна
5561,щебетун людмила миколаївна
4461,кучер віктор григорович
27128,боярчук сергій сергійович
36088,костоглодов віталій сергійович
43766,жмеренецький олексій сергійович
17226,ждаміров віктор максимович
26331,білоус сергій миколайович
54221,шевчук євгеній володимирович
53464,бершеда євген романович
50363,левчук володимир олексійович
36082,горголь володимир олексійович
7646,засипка любов гнатівна
27509,федоров андрій анатолійович
50370,лихина оксана валеріївна
27734,бечкало ігор іванович
4353,перевезенцев юрій олексійович
42492,калашник артур миколайович
36245,бондаренко андрій іванович
6524,комарович андрій олександрович
45360,куций максим васильович
6449,лазаренко павло іванович
14693,вікторук олександр михайлович
54389,петченко павло вікторович
5667,буженко наталя вікторівна
43812,верещук ірина андріївна
6834,балясніков ігор володимирович
54311,плахтій інна борисівна
54308,бабин михайло анатолійович
28801,жирко євген миколайович
8478,близнюк євгенія олександрівна
16934,дмитрук сергій васильович
8415,денисенко віктор володимирович
50361,мальований андрій миколайович
9999,чорна галина михайлівна
54391,жовтяк юлія сергіївна
43630,гнатенко валерій сергійович
6718,підгайний сергій григорович
54394,перехрест михайло юрійович
36137,ромашкан іван вікторович
16906,семененко сергій григорович
43541,єфіменко олександр анатолійович
9683,лаврушко ярослав мирославович
32908,ярош андрій олександрович
27169,гончаренко костянтин васильович
33145,корисько анатолій петрович
28793,кочмарський валентин сергійович
54495,коноплянко анжеліка олександрівна
17501,білоус борис григорович
32971,акперов рустам інтігамович
6177,івченко олена михайлівна
5998,шепітько ірина іванівна
7265,ріпка василь степанович
36176,саволєй валентина павлівна
41626,кардаш володимир володимирович
27233,фреяк василь йосипович
28121,фаріон костянтин петрович
14660,фацевич олександр юрійович
6657,ковбасюк юрій васильович
43736,м’ялик віктор ничипорович
4765,ярошенко валерій станіславович
36175,ревуцький андрій михайлович
28859,андріїв богдан євстафійович
4715,згуладзе-глуксманн екатерина 
36189,розумний сергій михайлович
45504,потапов олег леонтійович
28945,вовк володимир вікторович
8566,запольська наталія михайлівна
10183,озерчук андрій миколайович
54350,беркута олег олександрович
26700,усенко валентина андріївна
53477,каліберда сергій олександрович
5257,потильчак олександр іванович
43739,гузенко максим васильович
8462,новак анатолій миколайович
43602,драбовський анатолій григорович
36921,осипенко андрій васильович
36177,сауляк руслан володимирович
43797,беленюк жан венсанович
28005,сорокін володимир петрович
1971,долгов ігор олексійович
45891,федоренко сергій миколайович
53867,купчишина ольга анатоліївна
16895,селіхов павло іванович
8134,парапан василь федорович
39493,вдовіченкова ольга валеріївна
7620,дудник валерій васильович
4698,ліховий ігор дмитрович
9879,левченко микола олександрович
52694,кучер ігор олександрович
44537,остапенко анатолій дмитрович
54721,столярчук владислав анатолійович
43850,козак володимир васильович
54283,бучак петро петрович
26989,гречішкін володимир георгійович
5911,акопян віра іванівна
28528,чорний юрій павлович
43799,криклій владислав артурович
50351,павловський сергій анатолійович
9947,рибаков ігор олександрович
43749,кінзбурська вікторія олександрівна
17152,свічинський віталій сергійович
9518,ліпінський олександр анатолійович
17204,стельмах віталій петрович
25663,манойло григорій михайлович
9944,раупов рустам бурханович
5458,огороднік костянтин михайлович
5045,онищенко олександр романович
35605,герц віталій іванович
47929,ярмоленко олександр володимирович
25490,баранов олександр леонтійович
9942,присяжнюк олександр андрійович
27200,якименко василь васильович
43617,каптєлов роман володимирович
14681,поліщук олена григорівна
17088,пітула олександр володимирович
15436,пальченко олександр миколайович
