id_PEP,kids_actual,kids_expected,wife_actual,wife_expected,total_property_assets,total_property_assets_divide_income,sum_income,am_avto,am_avto_without_price,am_real_estate,am_real_estate_without_price,am_land,am_land_without_price,no_real_estate_adress,no_real_estate_region,sum_act_property_cash,sum_act_property_cash_divide_sum_prev_property_cash,sum_prev_property_cash,sum_act_sale_property,sum_prev_sale_property,sum_income_divide_sum_act_property_minus_sum_prev_property,sum_taken_teaching_dopwork,sum_taken_teaching_dopwork_divide_sum_income,sum_royalty,sum_royalty_divide_sum_income,sum_income_assets,sum_spending,sum_present,sum_prize,am_car2013_less150,am_lux_car,sum_cash,sum_cash_assets,sum_prev_cash_assets,sum_cash_min_year,sum_cash_min_year_divide_sum_income_min_year,sum_income_min_year,sum_spending_divide_sum_income,am_company_noBeneficInform,am_company,sum_money_spending,sum_crypto,am_live_property_rent_300more
25616,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
25621,,,,,,,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25629,,,,,30058393.1012,32.276,931292.0,2.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,23391312.0,,,23391312.0,42.2979,553014.0,,,,,,
25636,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25640,,,,,,,,,,,,,,,,93052.0,186.104,500.0,,,,,,,,,,,,,,,,,,,,,,,,,
25645,,,,,,,,,,,,,,,,242832.0,10.6356,22832.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,
25654,,,,,,,159065.0,,,,,,,,,,,,,,,66585.0,41.8602,,,,,,,,,,,,,,,,,,,,
25666,,,,,,,,,,1.0,1.0,2.0,2.0,,,92987.0,27.5762,3372.0,,,,,,,,,,,,,,,,,,,,,,,,,
25672,0.0,3.0,0.0,0.0,33512363.0,43.398,772210.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,27458312.0,,,,,,,,,,,
25674,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25676,,,,,18732410.192,11.4211,1640161.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,3620084.0,,,7518636.0,10.9223,688376.0,,,,,,
25679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1662484.8,,,,,,,,,,,
25684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6919360.0,6919360.0,86675.0,6919360.0,79.8311,86675.0,,,,,,
25686,0.0,0.0,0.0,1.0,,,495532.0,,,,,,,,,,,,,,,276750.0,55.8491,,,,,,,,,,,,,,,,,,,,
25687,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25689,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6126296.0,,,6187558.96,13.3895,462121.0,,,,,,
25694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950000.0,,,,,,,,,,,
25698,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25699,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25701,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25706,,,,,,,,2.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25707,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25708,,,,,,,120000.0,,,,,,,,,,,,,,,60000.0,50.0,,,,,,,,,,,,,,,,,,,,
25710,,,,,,,143548.0,,,,,,,,,,,,,,,63451.0,44.2019,,,,,,,,,,,,,,,,,,,,
25711,,,,,,,104989.0,,,,,,,,,,,,,,,54913.0,52.3036,,,,,,,,,,,,,,,,,1.0,1600792192.0,,
25713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3866952.4,,,,,,,,,,,
25717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2784112.0,,,1698843.6,7.7787,218397.0,,,,,,
25725,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25738,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25739,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25744,,,,,,,,2.0,1.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25745,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
25747,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25749,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778018.18,,,1346392.78,6.3887,210747.0,,,,,,
25755,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2092340.0,20.3694,102720.0,,,,,,
25762,,,,,,,,,,,,,,,,532538.0,9.4295,56476.0,,,,,,,,,,,,,,,,,,,,,,,,,
25764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
25768,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25769,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25772,,,,,2817026.802,13.2456,212677.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1936478.6,,,,,,,,,,,
25775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662365.2,,,2856646.4,17.0115,167924.0,,,,,,
25777,,,,,17327113.4,68.1328,254314.0,,,,,,,,,,,,,,,,,,,,1059780.0,,,,1.0,8944232.4,,,13857371.2,81.5831,169856.0,416.7211,,,,,
25782,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25783,3.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25789,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,13784166.0,,,17125782.0,13.3971,1278322.0,,,,,,
25790,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25791,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25798,1.0,1.0,0.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25801,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2765723.44,60.8734,45434.0,,,,,,
25806,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25807,,,,,,,1266457.0,,,,,,,,,,,,,,,,,,,,1068953.0,,,,1.0,,,,,,,84.405,,,,,
25812,,,,,3354202.0,85.1061,39412.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
25813,0.0,1.0,1.0,1.0,,,,,,,,,,,,14210874.0,9.9302,1431072.0,,,,,,,,,,,,1.0,1.0,12082856.0,12082856.0,11603198.0,,,,,,,,,
25814,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25816,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25817,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,974638.0,772749.8,,,,,,,,,
25819,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25822,,,,,,,6311454.0,,,,,,,,,,,,,,,3439641.0,54.4984,1792801.0,0.2841,,,,,,2.0,14254040.0,,,,,,,,,,,1.0
25825,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25826,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25827,,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25830,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25832,0.0,1.0,1.0,1.0,3040403.0,14.6165,208011.0,,,,,,,,,,,,,,,,,,,,,,,,,,1160000.0,696011.0,,,,,,,,,
25833,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
25834,,,,,,,,,,,,,,,,,,,,,,,,,,,,174500.0,,,,,,,,,,,,,,,
25835,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7379402.0,,,8493274.0,287.9076,29500.0,,,,,,
25845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7361233.16,,,5620711.36,6.3622,883451.0,,,,,,
25849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
25853,,,,,,,,,,,,,,,,,,,,,,,,,,,,7679616.0,,,,,,,,,,,,,,,
25854,,,,,4841782.8,11.552,419128.0,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,4101782.8,,,4491782.8,8.2728,542959.0,,,,,,
25857,,,,,1918067.896,44.5234,43080.0,1.0,1.0,,,,,,,,,,,,,,,,,440080.0,1183500.0,,,,,,,,397000.0,9.2154,43080.0,2747.2145,,,,,
25866,,,,,1006570.0,12.4575,80800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6937453.0,,
25867,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1531574.0,,,,,,,,,,,
25868,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25871,,,,,,,463141.0,,,,,,,,,,,,,,,,,,,741609.0,773850.0,,,,,,,,,,,167.0873,,,,,
25880,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25881,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25882,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25886,,,,,12875055.0896,14.7423,873341.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3674932.0,,,,,,,,,,,
25889,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25890,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,446670.3,16.8733,26472.0,,,,,,
25892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7523193.6,,,7297353.6,17.686,412606.0,,2.0,,,,
25897,,,,,3692066.8,10.1314,364419.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
25900,2.0,2.0,0.0,1.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,1235446.0,,
25901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1651574.0,,,,,,,,,,,
25902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642340.0,,,1642340.0,8.6762,189292.0,,,,,,
25903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698654.8,,,1698654.8,7.1353,238064.0,,,,,,
25904,,,,,,,,,,,,,,,,,,,,,,,,,,,,257470.0,,,,,,,,,,,,,,,
25915,0.0,1.0,1.0,1.0,1722500.0,14.3542,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3370280.2,,,2502186.0,6.2465,400573.0,,,,,,
25917,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25919,0.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,38851914.1836,,,54889716.0,15.5444,3531151.0,,,,,,
25932,1.0,2.0,1.0,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,2994484.0,,,,,,,,,,,
25935,,,,,,,1079297.0,,,,,1.0,1.0,,,,,,,,,,,,,1088306.0,2485000.0,,,,,,,,,,,230.2425,,,,,
25936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2969517.4,8186516.4,6518221.4,4177020.0,462.6739,9028.0,,,,,,
25943,0.0,0.0,0.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844544.4,,,,,,,,,,,
25946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14490383.42,796194714.42,503960261.42,14543400.0,45.5157,319525.0,,,,,781704331.0,
25950,3.0,4.0,1.0,1.0,,,,,,1.0,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25952,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25954,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25955,,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25956,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,12472024.0,12472024.0,3330690.8,,,,,,,,,
25965,,,,,3388357.36,11.1112,304949.0,,,,,,,,,,,,,,,,,,,,,100000.0,,,,,,,2258287.56,6.5822,343088.0,,,,,,
25968,,,,,,,,,,,,,,,,,,,,,,,,,,,,847800.0,,,,5228488.0,5228488.0,4376514.4,,,,,,,,,
25971,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25972,,,,,,,365965.0,,,,,,,,,,,,,,,240061.0,65.5967,,,,,,,,,,,,,,,,,,,,
25973,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233638.0,6.0581,203634.0,,,,,,
25976,,,,,,,,,,,,,,,,4237391.0,5.4923,771515.0,,,,,,,,,,,,,,,,,,,,,,,,,
25978,,,,,1370000.0,15.6298,87653.0,,,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25981,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2425376.4,94128064.7316,36050295.2036,15601420.8,102.7443,151847.0,,2.0,,,,1.0
25989,1.0,2.0,1.0,1.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1754348.4,15.1986,115428.0,,2.0,,,,
25996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556936.0,5.615,99187.0,,,,,,
26000,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3438451.4,3552451.4,3487567.0,3770240.6,17.5124,215290.0,,2.0,1.0,111255.0,,
26012,,,,,,,,1.0,1.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,2784680.0,49.052,56770.0,,,,,,
26015,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3493914.0,,,4245156.4,8.6801,489069.0,,,,,,
26016,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1522392.44,,,,,,,1.0,,,,
26019,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
26027,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26035,,,,,,,35782.0,,,1.0,1.0,,,,,,,,,,,,,,,35782.0,361500.0,,,,,,,,,,,1010.2845,,,,,
26037,,,,,,,,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26038,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26041,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26043,,,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26052,1.0,2.0,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,500000.0,,,,3157765.0,3157766.0,3144603.4,,,,,,,,,
26056,1.0,2.0,1.0,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26061,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,,,,,,,,,,,,,,,
26065,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26070,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,1699304.0,1699304.0,1646981.0,,,,,,,,,
26071,,,,,,,,,,,,,,,,361700.0,6.378,56711.0,,,,,,,,,,,,,,,220000.0,157301.0,,,,,,,,,
26072,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26073,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,45317728.0,,
26083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2366978.0,7.8251,302484.0,,,,,,
26084,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,43970.0972,
26090,1.0,2.0,1.0,1.0,66901215.104,18.6315,3590751.0,1.0,1.0,,,5.0,2.0,,,,,,,,,,,,,,18730800.0,831220.0,,,2.0,,,,34170542.4,31.9142,1070699.0,521.6402,,,,,
26095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010402.0,,,,,,,,,,,
26101,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26104,,,,,20799004.8,13.1116,1586305.0,,,4.0,1.0,,,,,,,,,,,,,,,,2148993.0,,,,,18521926.8,,,19109400.0,5.9076,3234719.0,135.4716,,,,,
26113,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26114,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26116,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26118,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
26123,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26124,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26128,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26130,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26133,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,5013304.0,,,,,,,1.0,,,,
26134,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26137,,,,,,,,2.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
26139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4121326.4,,,851366.64,10.1825,83611.0,,,,,,
26141,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,23456368.4,,,13014851.448,10.793800000000001,1205773.0,,,,,,
26143,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2862509.06,,,,,,,,,,,
26145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
26147,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859710.4,855509.6,,,,,,,,,
26151,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26153,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26154,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26158,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772299.6,11.9975,231073.0,,1.0,,,,
26161,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1862161.6,1904271.3184,1678448.0,1600000.0,23.7311,67422.0,,1.0,,,,
26168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1101097.6,5.3716,204985.0,,,,,,
26169,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26170,,,,,,,,,,3.0,2.0,4.0,3.0,,,,,,,,,,,,,,,184267.0,,,,,,,,,,,,,,,
26171,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26173,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26174,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
26177,,,,,,,,,,,,,,,,39921.0,15.1618,2633.0,,,,,,,,,,,,,,,,,,,,,,,,,
26178,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
26179,,,,,2567036.8,10.2878,249523.0,9.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,2567036.8,,,2702144.0,84.6165,31934.0,,,,,,
26180,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26181,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26188,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26191,,,,,5524068.0,11.4058,484320.0,,,,,,,,,,,,,,,,,,,,,,,,,2238708.0,,,2108708.0,5.5986,376646.0,,,,,,
26192,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26197,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26199,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26200,1.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
26205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1058178.4,5.0013,211581.0,,,,,,
26206,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
26209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3688400.0,5061410.5084,4959054.7064,,,,,,,,,
26213,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26214,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26217,0.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26221,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26222,,,,,9054848.0,11.683,775046.0,,,3.0,2.0,,,,,,,,,,,,,,,,3097510.0,,,,2.0,3550000.0,,,,,,399.655,,,,,
26224,0.0,1.0,1.0,1.0,24344395.0,43.7805,556056.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,23065908.0,,,23101601.6,59.2449,389934.0,,,1.0,35322003.0,,
26230,0.0,1.0,1.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,4.0,27189296.0,,,,,,,1.0,,,,
26232,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26233,1.0,1.0,0.0,1.0,,,1163960.0,,,1.0,1.0,,,,,,,,,,,351639.0,30.2106,,,,,,,,1.0,,,,,,,,,,,,
26241,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26249,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16813286.0,,
26257,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26258,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26263,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26264,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26268,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26269,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26278,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720316.0,,,,,,,,,,,
26285,0.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26291,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,835404.0,9.9942,83589.0,,,,,,
26296,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1102002.0,,
26301,0.0,1.0,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26305,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,
26306,,,,,17180629.7956,16.3927,1048065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6053067.2,11.4335,529414.0,,,,,,
26310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
