id_PEP,kids_actual,kids_expected,wife_actual,wife_expected,total_property_assets,total_property_assets_divide_income,sum_income,am_avto,am_avto_without_price,am_real_estate,am_real_estate_without_price,am_land,am_land_without_price,no_real_estate_adress,no_real_estate_region,sum_act_property_cash,sum_act_property_cash_divide_sum_prev_property_cash,sum_prev_property_cash,sum_act_sale_property,sum_prev_sale_property,sum_income_divide_sum_act_property_minus_sum_prev_property,sum_taken_teaching_dopwork,sum_taken_teaching_dopwork_divide_sum_income,sum_royalty,sum_royalty_divide_sum_income,sum_income_assets,sum_spending,sum_present,sum_prize,am_car2013_less150,am_lux_car,sum_cash,sum_cash_assets,sum_prev_cash_assets,sum_cash_min_year,sum_cash_min_year_divide_sum_income_min_year,sum_income_min_year,sum_spending_divide_sum_income,am_company_noBeneficInform,am_company,sum_money_spending,sum_crypto,am_live_property_rent_300more
7710,,,,,13814004.6976,13.4168,1029605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7713,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,230000.0,123550.0,2.6595,,,,,,,,,,,,,,,,,,,,,,
7714,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214570.8888,658971.0,,,,,,,,,
7719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554570.0,,,,,,,,,,,
7720,,,,,,,139389.0,,,3.0,2.0,,,,,,,,,,,59207.0,42.4761,,,,,,,,,,,,,,,,,,,,
7721,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7725,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7729,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7731,2.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7732,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7733,0.0,2.0,1.0,1.0,,,,,,3.0,3.0,,,,,415704.0,5.2156,79704.0,,,,,,,,,,,,,,,,,,,,,,,,,
7734,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7735,,,,,,,,,,,,,,,,1785498.8,5.2467,340312.0,,,,,,,,,,,,,,,1498513.8,560642.0,,,,,,,,,
7742,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7744,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7749,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7752,,,,,,,,,,,,,,,,474671.2,117.2028,4050.0,,,,,,,,,,,,,,,,,,,,,,,,,
7757,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963417.6,758286.84,,,,,,,,,
7758,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916791.0,,,,,,,,,,,
7761,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
7763,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7765,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7766,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7774,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7775,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560963.8,1779421.8,1317715.56,,,,,,,,,
7777,,,,,,,,,,,,,,,,602074.0,11.5619,52074.0,,,,,,,,,,,,,,,,,,,,,,,,,
7781,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7782,,,,,,,,,,,,10.0,7.0,,,,,,,,,,,,,,,819642.0,,,1.0,1697327.2,,,,,,,,,,,
7784,0.0,2.0,1.0,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7785,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1970524.0,,,,,,,,,,,
7788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25810.0,,,,,,,,,,,,,,
7789,,,,,,,,,,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,2324600.884,2166982.396,,,,,,,,,
7792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792340.0,,,,,,,,,,,
7794,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7796,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7801,2.0,3.0,1.0,1.0,,,,,,,,,,,,5498561.0,5.154,1066851.4,,,,,,,,,,,,,,4594722.0,6060665.7696,5265768.4,,,,,,,,,
7802,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2563872.0,,,,,,,,,,,
7805,,,,,,,,,,,,,,,,3549016.8,10.6847,332160.0,,,,,,,,,,,,,1.0,,1017271.8,492304.0,,,,,,,,,
7807,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7809,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1634363.82,,,,,,,,,,,
7813,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7815,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7816,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7817,1.0,2.0,0.0,0.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7818,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7819,2.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7821,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7823,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7825,0.0,1.0,1.0,1.0,,,,,,,,,,,,1556489.0,155648.9,10.0,,,,,,,,,,,,,,1556479.0,1556479.0,1150074.0,,,,,,,,,
7832,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7833,0.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7836,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7837,,,,,,,,,,,,,,,,536828.0,6.1827,86828.0,,,,,,,,,,,,,,,,,,,,,,,,,
7841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2764041.3404,2165630.4468,,,,,,,,,
7843,,,,,,,,,,,,,,,,,,,,,,,,,,,,340000.0,,,1.0,,,,,,,,,,,,
7844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690084.0,,,,,,,,,,,
7845,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7848,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7849,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,,,,,,,,,,,,,,,,2200765.0,8.309,264865.0,,,,,,,,,,200000.0,,,1.0,,3221029.7488,2043357.0,,,,,,,,,
7851,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7854,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858,,,,,,,,,,,,,,,,352157.0,10.3103,34156.0,,,,,,,,,,,,,,,,,,,,,,,,,
7859,0.0,1.0,0.0,0.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3954245.6,,,,,,,,,,,
7861,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7865,2.0,3.0,1.0,1.0,,,,,,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7866,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7869,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1726501.6,,,,,,,,,,,
7871,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7875,0.0,0.0,0.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,2026608.0,2026608.0,1876608.8248,,,,,,,,,
7879,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7880,,,,,,,6021022.0,,,1.0,1.0,,,,,,,,,,,3338044.0,55.4398,,,,,,,,1.0,,,,,,,,,,,,
7881,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7882,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7883,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7885,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7886,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7888,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,,,,,,,2320853.0,,,,,,,,,,,,,,,1327097.0,57.1814,,,,,,,,,,,,,,,,,,,,
7893,2.0,3.0,1.0,1.0,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895,,,,,,,537163.0,,,,,,,,,,,,,,,,,,,,528400.0,,,,,,,,,,,98.3687,,,,,
7896,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7898,0.0,2.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7899,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372340.0,,,,,,,,,,,
7901,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7903,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250713.6,,,,,,,,,,,
7905,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002942.4,1920536.0,,,,,,,,,
7910,,,,,,,1582452.0,,,,,,,,,,,,,,,,,,,,1242694.0,,,,,,,,,,,78.5296,,,,,
7916,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7919,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2840373.6,2857080.6,1679754.0,,,,,,,,,
7921,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7922,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1859365.08,,,,,,,,,,,
7931,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7936,,,,,,,,,,,,,,,,4790612.6,18.4983,258975.24,,,,,,,,,,240000.0,,,,,,,,,,,,,,,
7937,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7939,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7942,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042043.2,984662.6,,,,,,,,,
7944,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334014.56,1225003.8,,,,,,,,,
7949,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7952,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7954,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7957,,,,,,,,,,,,1.0,1.0,,,745568.0,7.5682,98513.0,,,,,,,,,,,,,,,,,,,,,,,,,
7973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5383334.8,6384911.8,5742802.4376,,,,,,,,,
7974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3346616.0,3358767.0,3346305.0,,,,,,,,,
7977,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2422671.6,,,,,,,,,,,
7979,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7980,1.0,2.0,0.0,1.0,,,,,,,,,,,,1070601.0,5.7996,184600.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7981,,,,,,,,,,,,,,,,,,,,,,,,,,,,163080.0,,,,1886487.04,,,,,,,,,,,
7982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500243.6,,,1684373.36,5.9241,284324.0,,,,,,
7983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4721130.4,,,,,,,,,,,
7985,1.0,2.0,0.0,0.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2227744.0,,,,,,,,,,,
7987,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
7990,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7992,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3221596.0,,,,,,,,,,,
7994,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247936.0,,,,,,,,,,,
7998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2213872.0,,,,,,,,,,,
7999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3364354.0,9.5989,350495.0,,,,,,
8000,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1565880.4,,,,,,,,,,,
8003,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004,,,,,,,3407810.0,,,,,,,,,,,,,,,2050559.0,60.1723,,,,,,,,,,,,,,,,,,,,
8005,,,,,,,2692330.0,,,,,,,,,,,,,,,,,,,,2540016.0,,,,,,,,,,,94.3427,,,,,
8006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3939695.56,,,,,,,,,,,
8008,1.0,2.0,0.0,0.0,,,2103830.0,,,,,,,,,,,,,,,,,,,,1700000.0,,,,,,,,,,,80.805,,,,,
8009,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620524.0,,,,,,,,,,,
8013,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,2367029.4,,,,,,,,,,,
8014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2094392.4,,,,,,,,,,,
8015,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1823395.6,,,,,,,,,,,
8017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645446.0,,,,,,,,,,,
8018,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,270000.0,,,,,2550365.0,1954901.0,,,,,,,,,
8019,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2630729.2,,,,,,,,,,,
8020,,,,,,,1861315.0,,,,,1.0,1.0,,,,,,,,,,,,,,2038400.0,,,,,1523106.0,,,,,,109.514,,,,,
8021,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,4332340.0,,,,,,,,,,,
8022,,,,,,,,,,,,,,,,250015.0,15625.9375,16.0,,,,,,,,,,,,,,,,,,,,,,,,,
8023,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1949276.0,,,,,,,,,,,
8024,,,,,,,,,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8025,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8026,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8027,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2506212.0,,,,,,,,,,,
8034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,4003170.7768,3701665.0,3898552.0,15.5462,250772.0,,,,,,
8036,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8039,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8040,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618033.6,,,,,,,,,,,
8042,,,,,,,,,,2.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,1536025.2,,,,,,,,,,,
8044,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045,,,,,,,,,,,,,,,,1198284.0,9.9829,120034.0,,,,,,,,,,,,,,,,,,,,,,,,,
8047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3145684.2,3153068.2,2913535.4,,,,,,,,,
8049,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2330000.0,,,,,,,,,,,
8051,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8052,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2630596.4,,,,,,,,,,,
8053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
8056,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982280.4152,,,,,,,,,,,
8058,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8059,0.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8060,,,,,,,,,,,,,,,,3211574.0,17.8421,180000.0,,,,,,,,,,,,,,3031574.0,,,,,,,,,,,
8061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674288.8,,,,,,,,,,,
8064,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977122.8,,,,,,,,,,,
8065,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8066,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,5150000.0,,,,,,,,,,,
8067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2671729.2,2223838.4,,,,,,,,,
8068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3063148.0,,,,,,,,,,,
8069,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
8070,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1696375.2,,,,,,,,,,,
8072,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8073,,,,,,,623107.0,,,,,,,,,,,,,,,418031.0,67.0882,,,,,,,,,,,,,,,,,,,,
8074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
8083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
8086,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
8096,,,,,,,,,,,,,,,,1471966.6192,146.1073,10074.5604,,,,,,,,,,,,,,,1985523.3464,799541.9428,,,,,,,,,
8098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2060663.2,,,,,,,,,,,
8099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311258.7544,1267316.0304,,,,,,,,,
8101,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
8108,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110000.0,,,,,,,,,,,
8115,,,,,,,,,,2.0,2.0,1.0,1.0,,,1045304.0,52.2652,20000.0,,,,,,,,,,,,,,,1235757.0,620200.0,,,,,,,,,
8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,997347.16,610169.0,,,,,,,,,
8119,,,,,,,,,,,,,,,,619621.6,137.6937,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,
8120,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
8122,,,,,,,,,,,,,,,,706026.0,8.8253,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,
8124,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
8129,,,,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8132,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136,1.0,2.0,0.0,0.0,,,,,,,,,,,,1755000.0,5.85,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
8137,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117888.8,,,,,,,,,,,
8140,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8144,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,
8147,0.0,1.0,0.0,0.0,,,,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,4001685.6,4296724.6,1484931.0,,,,,,,,,
8148,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149,1.0,2.0,1.0,1.0,,,2956544.0,,,,,4.0,2.0,,,,,,,,,,,,,,3103785.0,,,,,,,,,,,104.9802,,,,,
8150,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
8151,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2093582.4,,,,,,,,,,,
8155,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8160,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8161,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8164,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171,,,,,,,,,,,,,,,,1253106.0,5.625,222774.4,,,,,,,,,,,,,,,1390257.0,652554.4,,,,,,,,,
8172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772677.768,1753454.768,,,,,,,,,
